permission_name,application_id,delegated_id,application_text,delegated_text,application_description,delegated_description,application_AdminConsentRequired,delegated_AdminConsentRequired,metadata_is_critical
Community.ReadWrite.All,35d59e32-eab5-4553-9345-abb62b4c703c,9e69467d-e0e2-402b-a926-3d796990197f,Read and write all Viva Engage communities,Read and write all Viva Engage communities,"Allows the app to create Viva Engage communities, read all community properties, update community properties, and delete communities without a signed-in user.",Allows the app to create Viva Engage communities and read all community properties on behalf of the signed-in user.,Yes,Yes,no
ConsentRequest.Create,-,f2143d35-9b4b-480d-951c-d083e69eeb2c,-,Create consent requests,-,Allows the app to read create consent requests on behalf of the signed-in user.,-,Yes,no
ConsentRequest.Read,-,5942b2f6-5a7b-40af-aa37-4b6ea5447506,-,Read consent requests created by the user,-,"Allows the app to read consent requests and approvals created by the signed-in user, on behalf of the signed-in user.",-,No,no
ConsentRequest.Read.All,1260ad83-98fb-4785-abbb-d6cc1806fd41,f3bfad56-966e-4590-a536-82ecf548ac1e,Read all consent requests,Read consent requests,Allows the app to read consent requests and approvals without a signed-in user.,Allows the app to read consent requests and approvals on behalf of the signed-in user.,Yes,Yes,no
ConsentRequest.ReadApprove.All,-,e694a3a1-7878-46d8-8c29-3d195f6589f4,-,Read and approve consent requests,-,Allows the app to read and approve consent requests on behalf of the signed in user.,-,Yes,no
ConsentRequest.ReadWrite.All,9f1b81a7-0223-4428-bfa4-0bcb5535f27d,497d9dfa-3bd1-481a-baab-90895e54568c,Read and write all consent requests,Read and write consent requests,"Allows the app to read app consent requests and approvals, and deny or approve those requests without a signed-in user.","Allows the app to read app consent requests and approvals, and deny or approve those requests on behalf of the signed-in user.",Yes,Yes,no
Contacts.Read,089fe4d0-434a-44c5-8827-41ba8a0b17f5,ff74d97f-43af-4b68-9f2a-b77ee6968c5d,Read contacts in all mailboxes,Read user contacts,Allows the app to read all contacts in all mailboxes without a signed-in user.,Allows the app to read user contacts.,Yes,No,no
Contacts.Read.Shared,-,242b9d9e-ed24-4d09-9a52-f43769beb9d4,-,Read user and shared contacts,-,"Allows the app to read contacts a user has permissions to access, including their own and shared contacts.",-,No,no
Contacts.ReadWrite,6918b873-d17a-4dc1-b314-35f528134491,d56682ec-c09e-4743-aaf4-1a3aac4caa21,Read and write contacts in all mailboxes,Have full access to user contacts,"Allows the app to create, read, update, and delete all contacts in all mailboxes without a signed-in user.","Allows the app to create, read, update, and delete user contacts.",Yes,No,no
Contacts.ReadWrite.Shared,-,afb6c84b-06be-49af-80bb-8f3f77004eab,-,Read and write user and shared contacts,-,"Allows the app to create, read, update, and delete contacts a user has permissions to, including their own and shared contacts.",-,No,no
CrossTenantInformation.ReadBasic.All,cac88765-0581-4025-9725-5ebc13f729ee,81594d25-e88e-49cf-ac8c-fecbff49f994,Read cross-tenant basic information,Read cross-tenant basic information,Allows the application to obtain basic tenant information about another target tenant within the Azure AD ecosystem without a signed-in user.,Allows the application to obtain basic tenant information about another target tenant within the Azure AD ecosystem on behalf of the signed-in user.,Yes,Yes,no
CrossTenantUserProfileSharing.Read,-,cb1ba48f-d22b-4325-a07f-74135a62ee41,-,Read shared cross-tenant user profile and export data,-,"Allows the application to list and query user profile information associated with the current tenant on behalf of the signed-in user.  It also permits the application to export external user data (e.g. customer content or system-generated logs), associated with the current tenant on behalf of the signed-in user.",-,Yes,no
CrossTenantUserProfileSharing.Read.All,8b919d44-6192-4f3d-8a3b-f86f8069ae3c,759dcd16-3c90-463c-937e-abf89f991c18,Read all shared cross-tenant user profiles and export their data,Read all shared cross-tenant user profiles and export their data,"Allows the application to list and query any shared user profile information associated with the current tenant without a signed-in user.  It also permits the application to export external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant without a signed-in user.","Allows the application to list and query any shared user profile information associated with the current tenant on behalf of the signed-in user.  It also permits the application to export external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant on behalf of the signed-in user.",Yes,Yes,no
CrossTenantUserProfileSharing.ReadWrite,-,eed0129d-dc60-4f30-8641-daf337a39ffd,-,Read shared cross-tenant user profile and export or delete data,-,"Allows the application to list and query user profile information associated with the current tenant on behalf of the signed-in user.  It also permits the application to export and remove external user data (e.g. customer content or system-generated logs), associated with the current tenant on behalf of the signed-in user.",-,Yes,no
CrossTenantUserProfileSharing.ReadWrite.All,306785c5-c09b-4ba0-a4ee-023f3da165cb,64dfa325-cbf8-48e3-938d-51224a0cac01,Read all shared cross-tenant user profiles and export or delete their data,Read all shared cross-tenant user profiles and export or delete their data,"Allows the application to list and query any shared user profile information associated with the current tenant without a signed-in user.  It also permits the application to export and remove external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant without a signed-in user.","Allows the application to list and query any shared user profile information associated with the current tenant on behalf of the signed-in user.  It also permits the application to export and remove external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant on behalf of the signed-in user.",Yes,Yes,no
CustomAuthenticationExtension.Read.All,88bb2658-5d9e-454f-aacd-a3933e079526,b2052569-c98c-4f36-a5fb-43e5c111e6d0,Read all custom authentication extensions,Read your organization's custom authentication extensions,Allows the app to read your organization's custom authentication extensions without a signed-in user.,Allows the app to read your organization's custom authentication extensions on behalf of the signed-in user.,Yes,Yes,no
CustomAuthenticationExtension.ReadWrite.All,c2667967-7050-4e7e-b059-4cbbb3811d03,8dfcf82f-15d0-43b3-bc78-a958a13a5792,Read and write all custom authentication extensions,Read and write your organization's custom authentication extensions,Allows the app to read or write your organization's custom authentication extensions without a signed-in user.,Allows the app to read or write your organization's custom authentication extensions on behalf of the signed-in user.,Yes,Yes,no
CustomAuthenticationExtension.Receive.Payload,214e810f-fda8-4fd7-a475-29461495eb00,-,Receive custom authentication extension HTTP requests,-,"Allows custom authentication extensions associated with the app to receive HTTP requests triggered by an authentication event. The request can include information about a user, client and resource service principals, and other information about the authentication.",-,Yes,-,no
